masked_customer_id,highbrow_wines_prediction,prediction_probability
123453,0,0.025
123470,0,0.025
123482,0,0.025
123527,0,0.025
123541,0,0.119
123565,0,0.025
123568,0,0.025
123579,1,0.982
123612,0,0.025
123653,0,0.025
123658,0,0.025
123745,0,0.025
123748,1,0.910
123780,0,0.025
123857,0,0.025
123870,0,0.025
123878,0,0.025
123910,0,0.025
123932,0,0.025
123954,0,0.025
123991,0,0.025
123993,1,0.910
123998,0,0.025
124001,0,0.025
124048,0,0.025
124062,0,0.025
124064,0,0.025
124066,0,0.025
124112,0,0.025
124132,0,0.025
124137,0,0.025
124175,0,0.025
124206,0,0.025
124207,0,0.025
124233,0,0.025
124245,0,0.025
124267,0,0.025
124303,1,0.910
124309,1,0.910
124341,0,0.025
124389,0,0.025
124403,0,0.025
124418,0,0.025
124427,1,0.910
124439,0,0.025
124448,0,0.025
124464,0,0.025
124518,0,0.025
124522,0,0.025
124523,0,0.025
124538,0,0.025
124542,0,0.025
124565,1,0.982
124600,0,0.119
124697,1,0.910
124718,0,0.025
124731,0,0.025
124744,0,0.025
124749,0,0.025
124755,0,0.025
124769,0,0.025
124771,1,0.910
124789,0,0.119
124835,0,0.025
124867,1,0.910
124880,0,0.025
124882,0,0.025
124930,0,0.025
124935,0,0.025
124949,0,0.025
124983,0,0.025
124990,0,0.025
125000,0,0.025
125014,0,0.119
125055,0,0.025
125066,0,0.025
125118,0,0.025
125138,0,0.119
125147,0,0.025
125158,0,0.025
125207,1,0.910
125230,0,0.025
125238,0,0.025
125262,0,0.025
125276,0,0.025
125301,0,0.119
125323,0,0.025
125329,0,0.025
125339,0,0.025
125346,0,0.025
125386,1,0.910
125388,1,0.910
125421,0,0.025
125443,0,0.025
125477,0,0.025
125505,0,0.025
125513,0,0.025
125518,0,0.025
125530,0,0.025
125570,0,0.025
125576,0,0.025
125643,0,0.025
125669,0,0.025
125676,0,0.025
125719,0,0.025
125740,0,0.025
125755,0,0.025
125822,0,0.025
125834,0,0.025
125852,1,0.910
125885,0,0.025
125892,0,0.025
125895,0,0.025
125990,0,0.025
126003,0,0.119
126021,0,0.025
126058,1,0.910
126059,1,0.910
126116,0,0.025
126123,0,0.025
126295,0,0.025
126296,0,0.025
126351,0,0.025
126357,0,0.025
126395,0,0.025
126399,0,0.025
126425,0,0.025
126427,0,0.025
126438,0,0.025
126455,0,0.025
126490,0,0.025
126511,0,0.025
126592,1,0.910
126606,0,0.025
126612,0,0.025
126625,1,0.910
126646,0,0.025
126707,1,0.910
126712,0,0.119
126727,0,0.025
126771,0,0.025
126819,0,0.025
126857,0,0.119
126864,0,0.025
126892,1,0.910
126923,1,0.910
126948,0,0.025
126961,0,0.025
126964,0,0.025
126980,0,0.025
126981,0,0.025
127018,0,0.025
127027,0,0.025
127051,0,0.025
127052,0,0.025
127062,0,0.025
127085,0,0.119
127089,0,0.025
127090,0,0.119
127099,0,0.025
127106,0,0.025
127134,0,0.025
127163,0,0.025
127191,0,0.025
127214,0,0.119
127223,0,0.025
127244,1,0.910
127246,0,0.025
127254,0,0.025
127255,1,0.910
127258,0,0.025
127278,0,0.025
127286,1,0.982
127300,0,0.025
127312,0,0.025
127314,0,0.025
127331,0,0.025
127353,0,0.025
127355,0,0.119
127360,0,0.119
127398,0,0.025
127407,0,0.025
127505,0,0.025
127519,0,0.025
127539,0,0.025
127559,0,0.025
127588,0,0.025
127616,0,0.025
127633,0,0.025
127634,1,0.910
127676,0,0.025
127692,0,0.025
127738,0,0.025
127749,1,0.910
127775,0,0.025
127783,1,0.910
127789,0,0.025
127801,0,0.025
127855,0,0.025
127859,0,0.119
127883,0,0.119
127890,0,0.025
127906,0,0.025
127910,0,0.025
127936,1,0.910
127999,0,0.025
128003,0,0.025
128025,0,0.025
128112,0,0.025
128126,0,0.025
128166,0,0.025
128174,0,0.025
128196,0,0.025
128205,1,0.910
128216,1,0.910
128249,1,0.910
128289,0,0.025
128293,0,0.025
128296,0,0.025
128304,0,0.025
128310,0,0.025
128321,0,0.025
128340,0,0.025
128351,0,0.025
128359,0,0.025
128365,0,0.025
128368,0,0.025
128376,0,0.025
128393,0,0.025
128398,0,0.025
128400,0,0.119
128402,0,0.025
128405,0,0.119
128418,0,0.119
128442,0,0.025
128447,0,0.025
128455,0,0.025
128456,0,0.025
128458,0,0.025
128481,1,0.910
128485,0,0.025
128488,0,0.025
128503,1,0.910
128504,0,0.025
128517,0,0.025
128530,0,0.025
128554,0,0.119
128570,0,0.025
128573,0,0.025
128603,1,0.910
128613,0,0.025
128618,1,0.910
128627,0,0.025
128628,0,0.025
128632,0,0.025
128633,0,0.025
128636,0,0.025
128650,0,0.025
128672,0,0.119
128673,0,0.025
128677,0,0.025
128708,0,0.025
128726,0,0.025
128745,1,0.982
128747,0,0.119
128752,0,0.025
128757,0,0.025
128836,0,0.025
128837,0,0.025
128869,1,0.910
128873,0,0.025
128905,1,0.910
128906,0,0.025
128918,0,0.025
128928,0,0.025
128956,0,0.025
128991,0,0.025
129051,0,0.025
129071,0,0.025
129074,0,0.025
129105,0,0.025
129119,1,0.910
129147,0,0.025
129176,0,0.025
129210,0,0.025
129243,0,0.025
129244,0,0.025
129247,0,0.025
129269,0,0.025
129307,0,0.119
129319,0,0.025
129323,0,0.025
129327,0,0.119
129339,0,0.025
129367,0,0.025
129399,0,0.025
129403,1,0.910
129412,0,0.025
129414,0,0.025
129420,0,0.025
129425,0,0.025
129429,0,0.025
129436,0,0.119
129450,0,0.025
129472,0,0.025
129479,0,0.025
129487,1,0.910
129492,0,0.025
129507,1,0.910
129591,0,0.025
129597,0,0.025
129627,0,0.025
129687,0,0.025
129692,0,0.025
129707,1,0.910
129712,0,0.025
129738,0,0.025
129764,0,0.025
129770,0,0.025
129784,0,0.025
129824,0,0.025
129828,1,0.910
129854,0,0.025
129862,0,0.025
129883,0,0.025
129889,0,0.025
129893,0,0.025
129905,0,0.119
129907,0,0.025
129908,0,0.119
129931,0,0.025
129934,0,0.025
129937,0,0.025
129942,0,0.025
129966,0,0.025
129970,0,0.025
129974,0,0.025
130004,0,0.025
130009,0,0.025
130075,0,0.025
130135,0,0.025
130143,0,0.025
130150,0,0.025
130161,0,0.025
130188,0,0.025
130192,0,0.025
130207,0,0.025
130234,1,0.910
130235,0,0.025
130243,0,0.025
130259,0,0.025
130271,0,0.025
130287,0,0.025
130300,0,0.025
130306,0,0.025
130335,0,0.025
130359,1,0.910
130365,0,0.119
130405,0,0.025
130443,0,0.025
130447,0,0.119
130452,0,0.025
130462,0,0.025
130557,0,0.025
130560,0,0.025
130571,0,0.025
130576,0,0.025
130587,0,0.025
130601,0,0.119
130604,0,0.025
130631,0,0.025
130644,0,0.025
130664,0,0.025
130673,0,0.025
130682,0,0.025
130693,0,0.025
130708,0,0.025
130709,0,0.025
130719,1,0.982
130733,0,0.119
130737,0,0.025
130744,0,0.025
130766,0,0.025
130782,0,0.025
130787,0,0.025
130824,0,0.025
130830,1,0.910
130833,0,0.025
130845,1,0.982
130849,0,0.025
130852,1,0.982
130857,0,0.025
130859,0,0.025
130868,1,0.910
130874,0,0.025
130888,0,0.025
130893,0,0.025
130911,0,0.025
130927,1,0.982
130947,0,0.025
130952,0,0.025
131003,0,0.025
131008,0,0.025
131013,0,0.025
131014,0,0.025
131018,0,0.025
131044,1,0.910
131050,0,0.025
131065,0,0.025
131067,1,0.982
131068,0,0.025
131072,0,0.025
131125,0,0.025
131131,0,0.025
131146,0,0.025
131147,0,0.025
131149,0,0.025
131174,0,0.025
131179,0,0.025
131183,0,0.025
131191,0,0.025
131194,0,0.025
131196,0,0.025
131210,0,0.119
131214,0,0.025
131218,0,0.025
131270,0,0.119
131282,1,0.910
131295,0,0.025
131336,0,0.025
131341,0,0.025
131347,1,0.910
131356,0,0.119
131395,1,0.910
131396,0,0.025
131419,0,0.025
131438,0,0.025
131447,0,0.025
131480,0,0.025
131486,0,0.119
131523,0,0.025
131533,0,0.119
131537,0,0.025
131538,0,0.025
131549,0,0.025
131557,0,0.025
131561,0,0.025
131571,0,0.025
131573,0,0.025
131575,0,0.025
131581,0,0.025
131598,0,0.025
131603,0,0.025
131617,0,0.025
131636,1,0.910
131643,0,0.025
131651,0,0.025
131652,0,0.119
131682,0,0.025
131697,0,0.025
131698,0,0.119
131732,0,0.025
131757,0,0.025
131763,1,0.910
131789,0,0.025
131793,1,0.910
131822,0,0.025
131905,0,0.025
131908,0,0.025
131913,0,0.025
131918,0,0.025
131925,1,0.910
131963,1,0.982
131972,0,0.025
131982,0,0.119
131994,0,0.025
132010,0,0.025
132036,0,0.025
132043,0,0.025
132060,0,0.025
132067,0,0.025
132121,1,0.982
132162,0,0.025
132220,0,0.025
132253,0,0.025
132270,1,0.910
132278,0,0.025
132330,0,0.025
132343,0,0.025
132344,0,0.025
132365,0,0.025
132371,0,0.025
132373,0,0.025
132383,0,0.025
132399,0,0.025
132417,0,0.025
132454,0,0.025
132462,0,0.025
132466,0,0.025
132483,1,0.910
132489,0,0.025
132502,0,0.025
132506,0,0.025
132542,0,0.025
132544,0,0.025
132546,0,0.025
132557,0,0.025
132561,0,0.025
132579,1,0.982
132583,0,0.119
132584,0,0.025
132590,0,0.025
132600,0,0.025
132628,0,0.025
132677,0,0.025
132694,0,0.119
132710,1,0.910
132720,0,0.025
132721,0,0.025
132744,1,0.910
132783,0,0.119
132787,0,0.025
132795,0,0.025
132803,0,0.025
132806,0,0.025
132849,0,0.025
132863,0,0.119
132876,0,0.025
132890,0,0.025
132902,0,0.025
132916,0,0.025
132921,0,0.025
132933,0,0.025
132941,1,0.910
132965,1,0.910
133007,0,0.025
133011,0,0.025
133031,0,0.119
133032,0,0.025
133036,1,0.910
133066,0,0.025
133091,0,0.025
133106,0,0.119
133108,0,0.025
133124,1,0.982
133134,0,0.025
133145,0,0.025
133161,0,0.119
133164,0,0.025
133168,0,0.025
133182,0,0.025
133200,0,0.025
133205,1,0.982
133209,0,0.025
133211,0,0.025
133220,0,0.025
133250,0,0.025
133252,0,0.025
133259,1,0.910
133272,0,0.025
133273,0,0.119
133278,1,0.910
133285,0,0.025
133300,0,0.025
133337,0,0.025
133349,0,0.025
133352,1,0.910
133354,0,0.119
133375,0,0.025
133376,0,0.025
133383,0,0.025
133388,0,0.025
133402,0,0.025
133435,0,0.119
133444,0,0.119
133461,0,0.025
133462,0,0.119
133463,0,0.025
133487,0,0.025
133489,0,0.119
133500,0,0.025
133510,1,0.982
133516,0,0.025
133541,0,0.025
133552,0,0.119
133562,1,0.982
133614,0,0.025
133620,0,0.025
133634,0,0.025
133635,0,0.119
133663,0,0.025
133740,0,0.119
133745,1,0.982
133788,0,0.025
133794,0,0.025
133797,0,0.025
133799,0,0.025
133815,0,0.025
133872,0,0.025
133885,0,0.025
133920,0,0.025
133921,0,0.025
133941,0,0.025
133954,0,0.025
133972,0,0.025
134006,0,0.025
134022,0,0.025
134049,1,0.910
134064,1,0.910
134112,0,0.025
134135,0,0.025
134152,0,0.025
134161,0,0.025
134179,0,0.025
134203,0,0.025
134225,0,0.025
134248,0,0.119
134254,0,0.119
134263,0,0.025
134267,0,0.025
134270,0,0.025
134295,0,0.025
134324,0,0.025
134365,0,0.025
134367,0,0.025
134382,0,0.025
134388,0,0.025
134389,0,0.025
134404,0,0.025
134432,0,0.025
134435,0,0.025
134477,0,0.119
134505,0,0.119
134528,1,0.910
134540,0,0.025
134546,0,0.025
134547,0,0.025
134572,0,0.025
134614,0,0.025
134619,0,0.025
134622,0,0.025
134713,0,0.119
134717,0,0.025
134718,0,0.025
134724,0,0.025
134735,0,0.025
134737,0,0.025
134754,0,0.025
134815,0,0.025
134842,0,0.025
134867,0,0.025
134871,1,0.982
134884,1,0.910
134888,1,0.910
134928,1,0.982
134964,1,0.910
134977,0,0.025
135021,0,0.025
135035,0,0.025
135047,0,0.025
135051,0,0.025
135052,0,0.025
135068,0,0.025
135073,0,0.025
135082,0,0.025
135096,0,0.025
135116,0,0.025
135123,0,0.025
135138,0,0.025
135153,0,0.025
135176,1,0.910
135204,0,0.025
135209,0,0.025
135215,0,0.025
135217,0,0.025
135242,0,0.025
135243,0,0.025
135257,0,0.025
135273,0,0.025
135279,0,0.025
135297,1,0.910
135345,0,0.025
135349,0,0.025
135351,0,0.025
135369,0,0.025
135370,0,0.025
135400,0,0.025
135420,0,0.025
135424,0,0.025
135430,0,0.025
135453,0,0.025
135463,0,0.025
135464,0,0.025
135465,0,0.025
135472,1,0.910
135477,0,0.025
135484,0,0.025
135514,1,0.982
135539,1,0.982
135541,0,0.025
135548,0,0.025
135552,0,0.025
135587,0,0.025
135614,0,0.025
135642,0,0.025
135655,0,0.025
135662,0,0.025
135700,0,0.025
135716,0,0.025
135774,0,0.025
135797,0,0.025
135842,0,0.025
135874,0,0.025
135878,1,0.910
135885,0,0.025
135887,0,0.025
135917,0,0.025
135940,0,0.025
135991,0,0.025
136013,0,0.025
136051,1,0.910
136081,0,0.025
136127,0,0.025
136135,0,0.025
136142,0,0.025
136161,0,0.025
136181,0,0.025
136187,0,0.025
136211,0,0.025
136250,0,0.025
136260,0,0.025
136264,0,0.025
136280,0,0.025
136297,0,0.025
136314,0,0.025
136320,1,0.910
136331,0,0.025
136407,0,0.025
136422,0,0.025
136427,0,0.119
136446,0,0.025
136458,0,0.025
136463,0,0.025
136495,0,0.025
136503,0,0.025
136534,0,0.025
136585,0,0.025
136593,0,0.025
136598,0,0.025
136602,0,0.025
136680,0,0.025
136681,0,0.025
136696,1,0.910
136706,0,0.025
136708,0,0.025
136736,0,0.025
136737,0,0.025
136746,0,0.025
136748,0,0.025
136779,0,0.025
136785,0,0.025
136787,0,0.025
136848,0,0.119
136849,1,0.910
136871,0,0.119
136880,0,0.025
136887,0,0.025
136940,0,0.025
136945,0,0.025
136967,0,0.025
136973,0,0.119
136982,0,0.025
136995,0,0.025
137042,0,0.025
137046,0,0.025
137081,0,0.025
137094,0,0.025
137113,0,0.025
137121,0,0.119
137129,0,0.025
137159,1,0.910
137163,0,0.025
137193,1,0.910
137205,0,0.025
137221,0,0.025
137237,0,0.025
137260,1,0.910
137270,0,0.025
137284,0,0.025
137323,0,0.119
137341,0,0.025
137403,0,0.025
137431,0,0.025
137437,0,0.025
137459,1,0.910
137460,0,0.025
137466,0,0.025
137469,0,0.119
137501,0,0.119
137502,0,0.119
137518,0,0.025
137519,0,0.025
137528,0,0.025
137550,0,0.025
137563,0,0.025
137591,0,0.025
137606,0,0.025
137680,0,0.025
137740,0,0.025
137774,0,0.025
137846,1,0.982
137850,0,0.025
137878,0,0.025
137901,0,0.025
137922,0,0.025
137938,0,0.025
137942,0,0.025
137973,0,0.025
137992,0,0.025
138121,1,0.910
138138,0,0.025
138151,0,0.025
138157,0,0.119
138218,0,0.025
138219,0,0.025
138230,0,0.025
138231,1,0.910
138251,0,0.025
138269,0,0.025
138281,0,0.025
138284,0,0.025
138303,0,0.025
138307,0,0.025
138316,0,0.025
138369,0,0.025
138382,0,0.025
138390,0,0.025
138395,1,0.982
138401,0,0.025
138450,0,0.025
138457,1,0.910
138475,1,0.910
138499,0,0.025
138514,0,0.025
138524,0,0.025
138527,1,0.910
138536,1,0.910
138537,0,0.025
138538,0,0.025
138579,0,0.025
138589,0,0.025
138594,0,0.025
138597,0,0.025
138614,0,0.025
138616,0,0.025
138632,0,0.025
138638,0,0.119
138640,0,0.025
138675,0,0.025
138679,0,0.025
138695,0,0.025
138701,0,0.025
138738,0,0.025
138747,0,0.025
138767,0,0.025
138771,0,0.025
138839,0,0.025
138851,0,0.025
138856,0,0.119
138865,0,0.025
138888,0,0.025
138911,0,0.025
138930,0,0.025
138947,0,0.025
138954,0,0.025
138961,0,0.025
138980,0,0.025
138989,0,0.119
139057,0,0.025
139072,1,0.910
139083,0,0.025
139098,0,0.025
139123,0,0.025
139132,0,0.025
139140,1,0.982
139152,0,0.025
139155,0,0.025
139159,0,0.025
139179,0,0.025
139193,0,0.025
139198,0,0.025
139215,0,0.025
139240,0,0.025
139258,0,0.119
139289,0,0.025
139290,0,0.025
139300,1,0.910
139314,0,0.119
139315,0,0.025
139355,0,0.025
139373,0,0.025
139400,1,0.910
139407,0,0.025
139423,0,0.025
139452,0,0.025
139454,0,0.025
139463,0,0.025
139540,0,0.119
139542,0,0.025
139543,0,0.025
139545,0,0.025
139548,0,0.025
139595,0,0.119
139604,0,0.025
139619,0,0.025
139623,0,0.025
139659,1,0.910
139687,0,0.025
139694,0,0.025
139695,0,0.025
139697,0,0.025
139698,0,0.025
139711,0,0.025
139720,1,0.910
139721,0,0.119
139743,0,0.025
139746,0,0.025
139779,0,0.025
139794,1,0.982
139813,0,0.025
139834,1,0.910
139845,0,0.025
139846,0,0.025
139861,0,0.119
139881,0,0.025
139882,0,0.025
139884,0,0.025
139902,0,0.025
139911,0,0.025
139950,0,0.025
139959,0,0.025
139962,0,0.025
139966,0,0.025
139977,1,0.982
139979,0,0.025
139999,1,0.910
140006,0,0.119
140007,1,0.910
140017,1,0.982
140042,0,0.025
140129,0,0.025
140153,1,0.982
140162,0,0.025
140190,0,0.025
140224,0,0.025
140265,0,0.025
140292,0,0.025
140312,0,0.025
140319,0,0.025
140320,0,0.025
140329,0,0.025
140331,0,0.119
140336,0,0.119
140346,0,0.025
140356,0,0.119
140379,1,0.910
140381,0,0.025
140394,0,0.025
140403,0,0.025
140422,0,0.025
140447,0,0.025
140476,0,0.025
140479,1,0.982
140502,0,0.025
140510,0,0.025
140519,0,0.025
140533,0,0.025
140536,0,0.025
140557,0,0.025
140576,0,0.025
140595,0,0.025
140600,1,0.910
140605,0,0.119
140607,0,0.025
140626,1,0.910
140654,0,0.025
140663,0,0.119
140677,0,0.025
140696,0,0.025
140699,0,0.025
140719,0,0.025
140720,0,0.025
140724,0,0.119
140731,0,0.025
140745,0,0.119
140747,1,0.982
140748,0,0.025
140760,0,0.025
140778,0,0.025
140783,0,0.025
140797,0,0.025
140806,1,0.910
140812,0,0.025
140816,0,0.025
140818,0,0.025
140824,0,0.025
140832,1,0.910
140840,0,0.025
140846,0,0.025
140852,0,0.025
140860,0,0.025
140880,0,0.025
140881,0,0.025
140884,1,0.910
140893,0,0.025
140894,0,0.119
140904,0,0.025
140937,0,0.025
140940,1,0.982
140946,0,0.025
140953,0,0.025
140972,1,0.910
141027,0,0.025
141051,0,0.025
141052,0,0.025
141070,0,0.025
141126,0,0.025
141149,0,0.025
141158,0,0.025
141175,0,0.025
141179,0,0.025
141201,0,0.025
141209,0,0.025
141211,1,0.982
141241,0,0.025
141253,0,0.025
141257,0,0.025
141269,0,0.025
141298,1,0.910
141305,0,0.025
141311,0,0.025
141315,0,0.025
141339,0,0.025
141373,1,0.910
141416,0,0.025
141439,0,0.025
141470,0,0.025
141485,1,0.982
141499,0,0.025
141501,0,0.025
141514,0,0.119
141572,0,0.025
141578,0,0.119
141603,0,0.025
141625,0,0.025
141648,0,0.025
141649,0,0.119
141658,0,0.119
141669,1,0.910
141677,0,0.119
141684,0,0.025
141715,0,0.025
141725,0,0.025
141731,0,0.025
141748,0,0.025
141752,0,0.025
141766,1,0.982
141819,0,0.025
141829,0,0.025
141844,0,0.025
141853,0,0.025
141873,0,0.119
141912,0,0.025
141914,0,0.119
141915,0,0.025
141957,0,0.119
142017,0,0.025
142041,0,0.025
142046,0,0.025
142057,0,0.025
142066,0,0.025
142073,0,0.025
142104,0,0.025
142112,0,0.025
142114,0,0.025
142122,0,0.025
142136,0,0.025
142148,0,0.025
142154,1,0.982
142166,1,0.910
142189,0,0.119
142204,0,0.025
142237,0,0.025
142244,0,0.025
142250,0,0.025
142257,0,0.025
142269,0,0.025
142274,0,0.025
142299,0,0.025
142308,0,0.025
142347,0,0.025
142353,0,0.025
142375,0,0.025
142384,0,0.025
142388,0,0.025
142390,0,0.025
142394,0,0.025
142397,0,0.025
142425,0,0.025
142434,0,0.025
142440,0,0.025
142469,0,0.025
142479,0,0.119
142487,1,0.982
142498,0,0.119
142535,0,0.025
142556,0,0.025
142569,0,0.025
142578,1,0.910
142581,0,0.119
142602,0,0.025
142625,0,0.119
142632,0,0.025
142645,0,0.025
142680,0,0.025
142682,0,0.025
142686,0,0.025
142706,0,0.025
142707,0,0.025
142721,0,0.025
142733,0,0.119
142747,0,0.025
142757,0,0.025
142758,0,0.025
142767,0,0.025
142773,0,0.025
142802,0,0.025
142803,0,0.025
142812,0,0.025
142819,0,0.025
142827,0,0.025
142834,0,0.025
142837,0,0.119
142840,0,0.025
142879,0,0.025
142891,1,0.910
142917,1,0.982
142920,0,0.025
142925,0,0.025
143024,0,0.025
143067,0,0.025
143070,1,0.982
143075,0,0.025
143098,0,0.025
143101,0,0.025
143121,0,0.025
143142,0,0.025
143164,0,0.025
143173,0,0.025
143201,0,0.025
143206,0,0.025
143212,1,0.910
143238,0,0.025
143270,0,0.025
143311,0,0.119
143322,0,0.025
143349,0,0.119
143361,0,0.025
143366,0,0.025
143417,0,0.025
143450,0,0.025
143494,0,0.025
143526,0,0.025
143547,1,0.910
143558,1,0.910
143575,0,0.025
143578,0,0.025
143581,0,0.025
143620,0,0.025
143643,0,0.025
143652,0,0.025
143654,0,0.025
143666,1,0.910
143672,0,0.025
143685,0,0.025
143730,0,0.025
143748,0,0.025
143773,0,0.025
143780,0,0.025
143792,0,0.025
143797,0,0.025
143828,0,0.025
143860,0,0.025
143940,0,0.025
143955,0,0.025
144013,0,0.025
144018,0,0.025
144024,0,0.025
144043,0,0.025
144053,0,0.119
144056,0,0.025
144077,0,0.025
144088,0,0.025
144146,1,0.910
144164,0,0.025
144195,0,0.025
144203,0,0.025
144218,0,0.025
144234,0,0.025
144236,0,0.025
144241,1,0.982
144249,0,0.025
144263,0,0.025
144266,0,0.025
144286,1,0.910
144304,0,0.025
144321,0,0.025
144341,0,0.025
144359,0,0.025
144367,0,0.025
144376,0,0.025
144384,0,0.025
144392,0,0.119
144462,0,0.025
144484,0,0.025
144488,0,0.025
144520,0,0.025
144530,0,0.025
144545,0,0.025
144597,0,0.025
144617,0,0.025
144625,0,0.025
144653,0,0.025
144672,0,0.025
144716,0,0.025
144740,1,0.982
144744,0,0.025
144766,0,0.025
144785,0,0.119
144814,0,0.025
144893,0,0.025
144896,0,0.025
144898,0,0.025
144916,0,0.025
144930,0,0.025
144933,0,0.119
144943,0,0.119
144961,0,0.025
144970,0,0.025
144981,0,0.025
144989,0,0.025
145012,0,0.025
145014,0,0.025
145025,0,0.025
145028,1,0.982
145030,0,0.025
145036,0,0.025
145045,1,0.910
145050,0,0.025
145052,0,0.025
145069,0,0.025
145153,1,0.910
145186,0,0.025
145217,0,0.025
145222,0,0.025
145267,0,0.025
145289,1,0.910
145291,0,0.025
145295,0,0.025
145311,0,0.025
145358,0,0.025
145368,0,0.025
145374,0,0.025
145376,1,0.910
145386,0,0.025
145401,0,0.025
145407,0,0.025
145424,0,0.025
145437,1,0.910
145464,0,0.025
145469,0,0.025
145474,0,0.025
145488,0,0.025
145496,0,0.025
145506,0,0.119
145532,0,0.025
145546,0,0.025
145552,0,0.025
145605,1,0.910
145645,0,0.025
145652,0,0.025
145678,0,0.025
145689,0,0.025
145691,0,0.025
145692,0,0.025
145694,0,0.025
145710,0,0.025
145729,0,0.025
145730,0,0.025
145782,0,0.025
145838,0,0.025
145853,0,0.025
145860,0,0.025
145866,0,0.025
145888,0,0.025
145910,0,0.025
145923,0,0.025
145940,0,0.025
145990,0,0.025
146006,0,0.025
146031,0,0.025
146060,0,0.119
146087,0,0.025
146093,0,0.025
146107,0,0.025
146110,0,0.025
146136,0,0.025
146144,0,0.025
146257,0,0.025
146277,0,0.025
146278,0,0.025
146290,0,0.025
146347,1,0.910
146354,0,0.025
146355,0,0.025
146380,0,0.025
146399,1,0.910
146421,0,0.025
146525,0,0.025
146526,0,0.025
146536,0,0.025
146538,0,0.025
146556,0,0.025
146561,0,0.025
146605,1,0.910
146610,0,0.025
146637,0,0.025
146656,0,0.025
146662,0,0.025
146675,1,0.910
146684,0,0.025
146708,0,0.025
146762,0,0.025
146774,0,0.025
146776,0,0.025
146783,0,0.025
146801,0,0.025
146812,0,0.025
146817,0,0.025
146832,0,0.025
146879,0,0.025
146916,0,0.025
146917,0,0.025
146919,0,0.025
146920,0,0.025
146924,0,0.025
146941,0,0.025
146949,0,0.025
146971,0,0.025
146988,0,0.025
147048,0,0.025
147052,1,0.982
147071,0,0.119
147089,1,0.910
147101,1,0.910
147127,0,0.025
147156,0,0.025
147182,0,0.025
147189,0,0.025
147249,1,0.910
147279,0,0.025
147343,0,0.025
147349,0,0.025
147362,0,0.025
147368,0,0.025
147369,0,0.025
147421,0,0.025
147426,0,0.025
147447,0,0.025
147463,0,0.025
147471,0,0.025
147489,0,0.025
147511,0,0.025
147513,0,0.025
147537,1,0.910
147553,0,0.025
147572,0,0.025
147580,1,0.910
147597,0,0.025
147603,0,0.025
147618,0,0.025
147628,0,0.119
147650,0,0.025
147687,1,0.910
147692,1,0.910
147693,0,0.025
147706,0,0.025
147740,0,0.025
147783,0,0.025
147812,0,0.025
147853,0,0.025
147914,0,0.025
147929,1,0.910
147980,0,0.025
148039,0,0.025
148041,0,0.025
148048,0,0.119
148069,0,0.025
148095,0,0.025
148100,0,0.025
148108,0,0.025
148111,1,0.982
148121,0,0.025
148144,0,0.025
148163,0,0.025
148192,0,0.025
148205,0,0.119
148206,1,0.910
148209,0,0.025
148256,1,0.910
148290,0,0.025
148297,0,0.025
148316,0,0.025
148334,0,0.025
148339,1,0.982
148360,0,0.025
148448,0,0.119
148488,0,0.025
148494,0,0.025
148577,0,0.025
148597,0,0.025
148609,0,0.025
148633,0,0.025
148644,0,0.025
148722,0,0.025
148723,0,0.025
148790,0,0.025
148810,1,0.910
148822,1,0.910
148843,1,0.982
148845,0,0.025
148857,0,0.025
148909,0,0.025
148911,0,0.025
148919,0,0.025
148920,0,0.025
148932,0,0.025
148948,0,0.119
148972,0,0.025
148976,1,0.910
148981,0,0.119
148988,0,0.025
148993,0,0.025
148997,0,0.025
149028,0,0.025
149047,0,0.025
149068,0,0.025
149077,0,0.025
149101,0,0.025
149111,1,0.982
149126,0,0.025
149165,0,0.025
149179,0,0.025
149211,0,0.025
149219,0,0.025
149251,0,0.025
149293,0,0.119
149302,0,0.025
149307,0,0.119
149337,1,0.982
149345,0,0.025
149359,1,0.982
149366,0,0.025
149391,1,0.982
149413,0,0.025
149414,0,0.025
149469,0,0.119
149473,0,0.025
149534,0,0.025
149539,0,0.025
149570,0,0.025
149607,1,0.910
149636,1,0.910
149647,0,0.025
149648,0,0.025
149688,0,0.025
149702,0,0.025
149719,0,0.025
149739,0,0.025
149741,0,0.025
149747,0,0.119
149751,0,0.119
149778,0,0.025
149786,0,0.025
149796,0,0.025
149889,0,0.025
149941,0,0.119
149945,0,0.025
149950,0,0.025
149954,0,0.025
150005,0,0.025
150010,1,0.910
150013,0,0.025
150020,0,0.025
150029,0,0.119
150048,0,0.025
150049,0,0.025
150059,0,0.025
150070,0,0.025
150092,0,0.025
150107,0,0.025
150122,0,0.025
150154,0,0.025
150163,0,0.025
150166,0,0.025
150169,0,0.025
150203,0,0.025
150210,0,0.025
150256,1,0.910
150293,0,0.025
150301,0,0.025
150333,0,0.025
150356,0,0.119
150374,0,0.025
150383,0,0.025
150386,1,0.982
150438,1,0.910
150446,0,0.025
150476,0,0.025
150481,0,0.025
150492,0,0.025
150505,0,0.025
150514,0,0.025
150565,0,0.025
150602,0,0.025
150618,0,0.025
150624,0,0.025
150631,1,0.910
150634,0,0.025
150659,0,0.025
150708,0,0.025
150746,0,0.025
150762,0,0.025
150767,0,0.025
150795,0,0.119
150812,0,0.025
150863,0,0.119
150911,0,0.025
150912,0,0.025
150923,0,0.119
150954,0,0.025
150972,0,0.025
