masked_customer_id,highbrow_wines_prediction,prediction_probability
2136998,0,0.038
2137020,0,0.086
2137042,0,0.182
2137050,0,0.256
2137073,0,0.000
2137103,0,0.029
2137121,0,0.001
2137151,0,0.003
2137155,0,0.000
2137160,0,0.000
2137173,0,0.000
2137195,1,0.699
2137197,1,0.968
2137279,0,0.001
2137362,0,0.456
2137406,0,0.216
2137410,0,0.080
2137421,0,0.346
2137436,0,0.004
2137449,0,0.002
2137488,0,0.000
2137573,0,0.074
2137593,0,0.261
2137611,0,0.003
2137679,0,0.004
2137721,0,0.003
2137759,0,0.005
2137779,1,0.991
2137789,0,0.005
2137793,0,0.257
2137817,1,0.649
2137830,0,0.002
2137838,0,0.001
2137849,0,0.000
2137911,0,0.446
2137985,0,0.003
2138016,0,0.016
2138041,0,0.189
2138054,0,0.003
2138064,0,0.024
2138099,0,0.023
2138134,0,0.105
2138141,0,0.003
2138150,0,0.000
2138227,0,0.084
2138286,0,0.145
2138338,0,0.001
2138364,0,0.000
2138365,0,0.168
2138383,0,0.001
2138500,0,0.007
2138503,0,0.004
2138508,0,0.001
2138519,1,0.559
2138532,0,0.011
2138545,0,0.000
2138605,0,0.002
2138606,0,0.000
2138619,0,0.005
2138642,1,0.999
2138698,0,0.003
2138706,0,0.001
2138724,1,0.993
2138731,0,0.049
2138771,0,0.011
2138782,0,0.024
2138795,0,0.005
2138799,0,0.001
2138854,0,0.037
2138875,0,0.002
2138884,0,0.033
2138936,1,0.722
2138940,0,0.000
2138951,0,0.009
2138962,0,0.011
2138988,1,0.851
2138999,0,0.003
2139029,0,0.004
2139051,0,0.007
2139102,0,0.019
2139115,0,0.139
2139129,0,0.161
2139130,0,0.000
2139131,0,0.000
2139135,0,0.353
2139153,0,0.073
2139163,0,0.016
2139214,0,0.090
2139231,0,0.004
2139255,0,0.009
2139270,0,0.235
2139282,0,0.000
2139305,0,0.031
2139366,0,0.001
2139377,0,0.000
2139383,0,0.000
2139417,0,0.000
2139437,0,0.003
2139455,0,0.085
2139509,1,0.929
2139558,0,0.010
2139574,0,0.018
2139591,0,0.002
2139598,1,0.632
2139692,0,0.001
2139718,0,0.287
2139737,0,0.000
2139794,0,0.000
2139845,0,0.001
2139849,0,0.013
2139855,1,0.523
2139858,0,0.080
2139949,0,0.004
2139960,0,0.470
2140005,0,0.058
2140056,0,0.009
2140066,0,0.002
2140067,0,0.005
2140075,0,0.487
2140136,1,0.626
2140160,0,0.047
2140161,0,0.035
2140234,0,0.015
2140245,0,0.005
2140270,0,0.065
2140323,0,0.000
2140324,0,0.002
2140359,0,0.123
2140383,0,0.000
2140384,0,0.023
2140397,0,0.028
2140423,0,0.009
2140440,0,0.000
2140449,0,0.246
2140492,0,0.111
2140525,0,0.095
2140544,1,0.918
2140605,0,0.006
2140638,0,0.038
2140643,0,0.000
2140680,0,0.000
2140754,0,0.002
2140777,0,0.000
2140792,0,0.013
2140860,0,0.017
2140922,0,0.008
2140926,0,0.001
2140948,0,0.000
2140951,0,0.000
2140959,0,0.067
2141079,0,0.019
2141095,1,0.594
2141162,0,0.044
2141277,0,0.017
2141325,0,0.003
2141327,0,0.024
2141383,0,0.006
2141413,0,0.001
2141420,0,0.254
2141434,0,0.001
2141451,0,0.007
2141538,0,0.024
2141578,0,0.000
2141591,0,0.007
2141648,1,0.778
2141670,0,0.012
2141683,0,0.000
2141722,0,0.009
2141725,0,0.431
2141735,0,0.000
2141746,0,0.192
2141751,0,0.013
2141775,0,0.086
2141778,0,0.134
2141779,0,0.026
2141802,0,0.344
2141812,0,0.016
2141818,0,0.004
2141826,0,0.452
2141830,0,0.092
2141839,0,0.015
2141963,0,0.002
2141966,0,0.000
2141984,0,0.001
2141989,0,0.016
2141998,0,0.043
2142071,0,0.291
2142081,0,0.451
2142091,0,0.133
2142119,0,0.008
2142144,0,0.000
2142180,0,0.003
2142199,1,0.686
2142204,0,0.090
2142217,0,0.000
2142224,0,0.010
2142295,0,0.152
2142304,0,0.039
2142308,1,0.983
2142363,0,0.227
2142375,0,0.030
2142390,0,0.004
2142397,0,0.010
2142407,0,0.017
2142410,0,0.139
2142444,0,0.045
2142475,0,0.004
2142483,0,0.076
2142503,0,0.013
2142520,0,0.002
2142539,1,0.800
2142545,0,0.002
2142625,0,0.003
2142627,0,0.001
2142661,1,0.997
2142684,0,0.022
2142690,0,0.227
2142742,0,0.000
2142748,0,0.000
2142751,0,0.071
2142752,0,0.248
2142758,0,0.000
2142765,1,0.962
2142810,0,0.215
2142814,0,0.000
2142827,1,0.843
2142845,0,0.049
2142850,0,0.022
2142865,0,0.022
2142963,0,0.002
2143006,1,1.000
2143014,1,0.574
2143019,0,0.000
2143034,0,0.000
2143049,0,0.000
2143071,0,0.000
2143075,0,0.003
2143079,0,0.000
2143092,0,0.000
2143116,0,0.053
2143122,0,0.000
2143127,0,0.222
2143155,0,0.013
2143176,0,0.000
2143187,0,0.272
2143194,0,0.260
2143195,1,0.644
2143207,1,0.908
2143213,0,0.000
2143232,0,0.003
2143283,0,0.000
2143313,0,0.062
2143320,0,0.000
2143344,0,0.000
2143361,0,0.104
2143407,0,0.022
2143462,0,0.002
2143481,0,0.008
2143489,0,0.000
2143539,0,0.174
2143565,0,0.025
2143570,0,0.001
2143582,0,0.001
2143691,0,0.016
2143710,0,0.076
2143732,0,0.109
2143751,0,0.051
2143760,0,0.111
2143769,0,0.001
2143788,0,0.344
2143846,0,0.223
2143849,0,0.018
2143850,0,0.001
2143868,0,0.013
2143873,0,0.002
2143898,0,0.000
2143912,0,0.000
2143952,0,0.002
2143992,0,0.027
2143994,0,0.079
2144023,1,0.760
2144070,0,0.277
2144083,0,0.001
2144092,0,0.061
2144102,0,0.078
2144139,0,0.003
2144148,0,0.001
2144156,0,0.098
2144164,1,0.856
2144183,0,0.123
2144186,0,0.001
2144195,0,0.009
2144222,0,0.008
2144258,0,0.001
2144388,0,0.014
2144396,0,0.001
2144446,0,0.316
2144447,0,0.002
2144492,0,0.001
2144516,0,0.037
2144541,0,0.000
2144561,0,0.000
2144570,0,0.004
2144572,0,0.376
2144575,0,0.214
2144594,0,0.002
2144606,0,0.004
2144611,0,0.004
2144613,1,0.596
2144624,0,0.004
2144629,0,0.000
2144632,0,0.281
2144649,1,0.941
2144709,0,0.024
2144723,0,0.010
2144735,0,0.253
2144753,1,0.843
2144767,1,0.995
2144815,0,0.297
2144855,0,0.002
2144873,1,0.969
2144876,0,0.000
2144882,0,0.001
2144883,0,0.158
2144938,0,0.002
2144946,0,0.046
2145001,0,0.000
2145006,0,0.015
2145051,0,0.017
2145077,0,0.001
2145137,0,0.355
2145190,0,0.105
2145194,0,0.001
2145214,0,0.000
2145263,0,0.042
2145288,0,0.039
2145350,0,0.082
2145420,0,0.002
2145464,0,0.001
2145477,0,0.015
2145480,0,0.232
2145488,0,0.001
2145497,0,0.001
2145503,0,0.001
2145510,1,0.841
2145514,0,0.000
2145531,0,0.005
2145562,0,0.000
2145596,0,0.000
2145639,0,0.003
2145640,1,0.734
2145653,0,0.008
2145700,0,0.001
2145759,0,0.001
2145784,0,0.000
2145790,0,0.000
2145801,0,0.001
2145806,0,0.013
2145827,0,0.000
2145835,0,0.003
2145846,0,0.003
2145883,0,0.005
2145885,0,0.210
2145900,0,0.001
2145932,0,0.004
2145941,0,0.065
2145960,0,0.004
2145974,0,0.002
2146002,0,0.046
2146091,0,0.000
2146094,0,0.036
2146095,0,0.232
2146113,0,0.005
2146122,0,0.100
2146128,0,0.004
2146131,1,0.730
2146200,0,0.000
2146254,0,0.009
2146280,0,0.018
2146289,0,0.034
2146292,0,0.007
2146294,0,0.000
2146297,0,0.006
2146303,1,0.934
2146343,0,0.000
2146364,1,0.811
2146425,0,0.094
2146433,0,0.037
2146454,0,0.005
2146455,0,0.001
2146499,0,0.108
2146500,0,0.002
2146505,0,0.002
2146508,0,0.007
2146524,0,0.000
2146595,0,0.002
2146601,0,0.004
2146632,0,0.000
2146635,0,0.059
2146637,0,0.004
2146651,0,0.010
2146747,0,0.007
2146767,0,0.039
2146783,0,0.001
2146867,0,0.000
2146893,0,0.000
2146924,0,0.000
2146942,1,0.853
2146956,1,0.545
2146982,0,0.003
2146996,0,0.005
2147022,0,0.010
2147025,0,0.001
2147038,0,0.014
2147059,0,0.003
2147065,0,0.497
2147078,1,0.718
2147106,0,0.007
2147109,1,0.995
2147135,0,0.005
2147168,0,0.007
2147180,0,0.004
2147301,0,0.002
2147355,0,0.017
2147358,0,0.004
2147366,0,0.001
2147371,0,0.018
2147459,0,0.023
2147507,0,0.276
2147515,0,0.233
2147521,0,0.006
2147618,0,0.059
2147621,0,0.065
2147647,0,0.447
2147687,1,0.908
2147744,0,0.097
2147746,0,0.001
2147769,0,0.000
2147785,0,0.001
2147793,0,0.007
2147808,0,0.001
2147836,0,0.003
2147872,0,0.025
2147893,0,0.008
2147968,0,0.034
2147994,0,0.000
2148024,0,0.018
2148071,0,0.001
2148080,0,0.064
2148081,0,0.003
2148129,0,0.000
2148131,0,0.000
2148181,0,0.006
2148213,0,0.212
2148216,0,0.023
2148244,0,0.009
2148263,1,0.999
2148299,0,0.287
2148322,0,0.009
2148338,0,0.200
2148343,0,0.000
2148389,0,0.004
2148395,0,0.005
2148452,0,0.004
2148470,0,0.093
2148522,0,0.000
2148528,0,0.003
2148531,0,0.003
2148554,0,0.005
2148560,0,0.366
2148579,0,0.297
2148599,0,0.004
2148611,0,0.025
2148623,0,0.004
2148629,0,0.003
2148630,0,0.002
2148637,0,0.004
2148654,0,0.000
2148724,1,0.736
2148728,0,0.004
2148784,0,0.008
2148788,1,0.998
2148822,0,0.007
2148852,0,0.018
2148853,0,0.000
2148855,0,0.001
2148863,0,0.000
2148967,0,0.009
2149018,0,0.002
2149031,0,0.002
2149053,0,0.000
2149064,0,0.000
2149073,0,0.053
2149075,1,0.868
2149092,0,0.442
2149100,0,0.007
2149134,1,0.861
2149150,0,0.003
2149168,0,0.001
2149178,0,0.016
2149204,0,0.015
2149214,0,0.000
2149226,1,0.879
2149240,0,0.032
2149255,0,0.032
2149258,0,0.045
2149291,0,0.001
2149305,0,0.002
2149310,0,0.000
2149321,1,0.921
2149333,0,0.000
2149377,0,0.001
2149391,0,0.000
2149395,0,0.003
2149405,0,0.000
2149507,1,0.586
2149531,1,0.629
2149543,0,0.002
2149572,0,0.032
2149577,0,0.365
2149580,0,0.000
2149600,0,0.000
2149627,0,0.006
2149678,0,0.362
2149690,0,0.004
2149705,1,0.531
2149714,0,0.024
2149724,0,0.001
2149798,0,0.029
2149815,0,0.000
2149818,0,0.001
2149827,0,0.001
2149851,0,0.000
2149886,0,0.009
2149907,0,0.002
2149919,0,0.002
2149950,0,0.003
2149999,0,0.008
2150036,0,0.001
2150042,0,0.026
2150068,0,0.062
2150082,0,0.003
2150113,0,0.005
2150117,0,0.003
2150132,0,0.000
2150175,0,0.007
2150214,0,0.028
2150251,0,0.004
2150263,0,0.000
2150295,0,0.004
2150298,0,0.107
2150303,0,0.000
2150372,0,0.045
2150377,0,0.120
2150381,0,0.001
2150400,0,0.005
2150402,1,0.613
2150413,1,0.838
2150417,0,0.005
2150426,0,0.002
2150454,0,0.000
2150472,0,0.027
2150488,0,0.226
2150492,0,0.067
2150524,0,0.216
2150565,0,0.037
2150596,0,0.190
2150614,1,0.602
2150621,0,0.000
2150634,0,0.017
2150670,0,0.315
2150698,0,0.004
2150703,0,0.037
2150710,0,0.002
2150731,0,0.001
2150769,0,0.004
2150791,0,0.008
2150821,0,0.001
2150976,0,0.000
2151000,0,0.000
2151019,0,0.002
2151030,0,0.002
2151037,0,0.005
2151053,0,0.254
2151101,0,0.006
2151104,1,0.696
2151158,0,0.001
2151165,0,0.091
2151249,0,0.007
2151374,0,0.006
2151375,0,0.007
2151393,0,0.001
2151401,0,0.000
2151404,0,0.001
2151418,0,0.026
2151421,0,0.004
2151424,0,0.023
2151459,0,0.050
2151469,0,0.059
2151481,0,0.005
2151499,0,0.081
2151500,0,0.051
2151522,0,0.135
2151544,0,0.000
2151590,0,0.011
2151600,0,0.228
2151601,0,0.018
2151606,0,0.004
2151609,0,0.007
2151614,0,0.010
2151622,1,0.815
2151627,0,0.000
2151647,0,0.000
2151653,0,0.117
2151673,0,0.002
2151730,0,0.066
2151744,0,0.013
2151755,0,0.001
2151764,0,0.085
2151797,0,0.363
2151827,0,0.045
2151832,1,0.970
2151839,1,0.591
2151856,0,0.000
2151865,0,0.005
2151882,0,0.366
2151971,0,0.319
2151976,0,0.021
2152000,0,0.077
2152031,1,0.996
2152039,1,0.856
2152058,0,0.000
2152077,0,0.319
2152110,0,0.001
2152122,0,0.097
2152136,0,0.001
2152143,0,0.000
2152204,0,0.431
2152216,0,0.039
2152222,0,0.355
2152227,0,0.082
2152295,0,0.002
2152305,0,0.000
2152321,0,0.000
2152326,0,0.004
2152348,1,0.500
2152358,0,0.056
2152369,0,0.042
2152372,0,0.042
2152383,0,0.001
2152430,0,0.221
2152456,1,0.927
2152516,0,0.001
2152517,0,0.002
2152537,0,0.060
2152542,0,0.167
2152575,0,0.002
2152585,0,0.280
2152600,0,0.038
2152624,0,0.007
2152630,0,0.012
2152653,0,0.189
2152655,0,0.000
2152656,0,0.001
2152665,0,0.001
2152668,0,0.050
2152675,1,0.821
2152680,1,0.982
2152706,1,0.557
2152796,0,0.030
2152816,0,0.007
2152857,0,0.091
2152915,0,0.000
2152922,0,0.017
2152935,0,0.012
2152959,0,0.020
2152991,0,0.476
2153008,0,0.260
2153028,0,0.006
2153089,0,0.000
2153111,0,0.020
2153122,0,0.007
2153185,0,0.000
2153191,0,0.000
2153195,0,0.017
2153206,0,0.000
2153209,0,0.002
2153220,0,0.000
2153222,0,0.002
2153226,0,0.424
2153241,0,0.006
2153245,0,0.001
2153270,0,0.172
2153381,0,0.043
2153404,1,0.685
2153407,0,0.110
2153414,0,0.012
2153424,0,0.052
2153431,0,0.058
2153434,0,0.014
2153474,0,0.069
2153537,0,0.001
2153543,0,0.068
2153622,0,0.000
2153639,0,0.023
2153675,0,0.350
2153678,0,0.028
2153749,1,0.516
2153794,0,0.000
2153801,0,0.000
2153806,1,0.712
2153814,0,0.164
2153826,1,0.995
2153837,1,0.883
2153860,0,0.003
2153864,1,0.873
2153896,0,0.259
2153929,0,0.000
2153947,0,0.003
2153977,1,0.841
2153996,0,0.311
2154012,0,0.013
2154026,0,0.110
2154057,1,0.697
2154058,0,0.009
2154061,0,0.054
2154067,0,0.324
2154139,0,0.081
2154141,0,0.024
2154158,0,0.155
2154169,0,0.002
2154228,1,0.953
2154230,0,0.001
2154247,0,0.032
2154251,0,0.003
2154252,1,0.515
2154272,0,0.000
2154302,0,0.180
2154311,0,0.038
2154341,0,0.001
2154360,0,0.017
2154410,0,0.095
2154414,0,0.001
2154421,0,0.003
2154444,0,0.003
2154446,0,0.024
2154469,0,0.004
2154475,0,0.166
2154476,0,0.063
2154487,0,0.004
2154494,0,0.005
2154525,0,0.008
2154535,0,0.002
2154537,0,0.000
2154548,0,0.034
2154549,0,0.005
2154553,1,0.915
2154563,0,0.011
2154566,0,0.434
2154569,0,0.000
2154578,0,0.005
2154628,0,0.000
2154651,0,0.000
2154675,0,0.001
2154683,0,0.000
2154701,0,0.003
2154704,0,0.019
2154760,0,0.004
2154769,0,0.000
2154801,0,0.186
2154901,0,0.048
2154913,0,0.002
2154934,0,0.000
2154967,0,0.009
2154972,0,0.000
2155003,0,0.006
2155005,0,0.028
2155011,1,0.911
2155035,0,0.004
2155051,0,0.005
2155059,0,0.003
2155069,1,0.647
2155075,0,0.099
2155099,0,0.051
2155180,0,0.005
2155188,0,0.002
2155206,0,0.016
2155211,0,0.000
2155351,0,0.002
2155381,0,0.124
2155413,0,0.001
2155422,0,0.000
2155439,0,0.003
2155459,0,0.014
2155476,0,0.013
2155518,0,0.003
2155522,1,0.845
2155596,0,0.012
2155613,0,0.050
2155615,0,0.005
2155704,0,0.036
2155710,0,0.475
2155713,0,0.462
2155729,1,0.845
2155739,0,0.068
2155753,0,0.000
2155767,0,0.005
2155829,0,0.027
2155848,1,0.974
2155902,0,0.000
2155960,0,0.000
2156013,0,0.009
2156026,0,0.088
2156028,0,0.001
2156059,0,0.024
2156106,0,0.000
2156125,0,0.146
2156137,0,0.001
2156172,0,0.000
2156189,0,0.000
2156204,0,0.008
2156264,0,0.001
2156286,1,0.999
2156311,0,0.000
2156314,0,0.052
2156352,0,0.089
2156366,0,0.132
2156437,0,0.000
2156458,0,0.000
2156522,1,0.566
2156525,0,0.101
2156552,0,0.001
2156553,0,0.000
2156580,0,0.002
2156621,0,0.022
2156627,0,0.001
2156635,0,0.001
2156645,0,0.005
2156664,0,0.009
2156689,1,0.670
2156707,0,0.044
2156719,0,0.004
2156728,0,0.022
2156754,0,0.004
2156832,0,0.058
2156834,0,0.000
2156838,0,0.333
2156855,0,0.001
2156858,0,0.027
2156864,0,0.002
2156878,0,0.051
2156906,0,0.019
2156966,0,0.030
2156977,0,0.019
2156982,0,0.193
2156984,0,0.017
2157006,0,0.046
2157009,0,0.050
2157055,0,0.229
2157080,0,0.142
2157084,0,0.013
2157086,0,0.009
2157130,0,0.000
2157136,0,0.002
2157138,0,0.003
2157141,0,0.016
2157148,0,0.000
2157166,0,0.264
2157234,0,0.003
2157240,0,0.111
2157247,0,0.004
2157270,0,0.000
2157296,0,0.016
2157307,0,0.000
2157317,0,0.002
2157338,0,0.490
2157362,0,0.000
2157389,0,0.182
2157423,0,0.000
2157442,0,0.473
2157489,1,1.000
2157497,0,0.001
2157512,1,0.992
2157513,0,0.000
2157545,1,0.830
2157556,0,0.111
2157578,0,0.004
2157594,0,0.000
2157668,0,0.002
2157679,0,0.010
2157681,1,0.885
2157682,0,0.007
2157686,0,0.024
2157702,0,0.023
2157714,0,0.287
2157716,0,0.002
2157738,0,0.323
2157742,0,0.111
2157749,0,0.000
2157763,0,0.002
2157782,1,0.558
2157890,0,0.400
2157900,0,0.151
2157904,0,0.063
2157908,0,0.033
2157942,0,0.077
2157962,0,0.002
2157979,0,0.001
2158029,0,0.002
2158039,1,0.747
2158045,0,0.000
2158090,0,0.013
2158094,0,0.007
2158100,0,0.000
2158108,0,0.486
2158175,0,0.218
2158203,0,0.028
2158234,0,0.032
2158240,0,0.319
2158255,0,0.001
2158261,0,0.001
2158278,0,0.033
2158328,0,0.004
2158342,0,0.038
2158390,0,0.001
2158411,0,0.002
2158433,0,0.003
2158435,1,0.695
2158483,0,0.055
2158490,0,0.072
2158514,0,0.304
2158542,0,0.000
2158556,0,0.005
2158571,0,0.036
2158587,1,0.850
2158599,0,0.000
2158619,0,0.351
2158682,0,0.050
2158746,1,0.917
2158749,0,0.075
2158753,0,0.001
2158787,0,0.049
2158799,0,0.146
2158865,1,0.588
2158866,0,0.298
2158959,0,0.111
2158960,0,0.001
2158967,0,0.001
2158974,0,0.026
2159002,0,0.089
2159003,0,0.008
2159022,0,0.010
2159030,0,0.002
2159051,1,0.669
2159130,0,0.000
2159140,0,0.003
2159185,0,0.001
2159198,0,0.000
2159218,0,0.048
2159251,0,0.006
2159261,0,0.000
2159279,0,0.001
2159345,0,0.411
2159347,0,0.002
2159354,1,0.591
2159359,0,0.000
2159383,0,0.007
2159388,0,0.098
2159431,0,0.010
2159484,0,0.005
2159534,0,0.000
2159575,0,0.204
2159586,0,0.292
2159629,1,0.729
2159639,1,0.580
2159649,0,0.000
2159656,0,0.000
2159667,0,0.001
2159725,0,0.003
2159797,1,0.992
2159803,0,0.124
2159815,0,0.009
2159828,0,0.039
2159834,1,0.810
2159841,0,0.103
2159875,0,0.381
2159889,0,0.003
2159896,0,0.177
2159911,0,0.474
2159924,0,0.032
2159925,1,0.563
2159929,0,0.236
2159961,1,0.578
2159964,1,0.779
2159965,0,0.000
2160012,0,0.134
2160061,0,0.004
2160096,0,0.283
2160119,0,0.001
2160120,0,0.000
2160139,1,0.541
2160157,0,0.125
2160204,0,0.012
2160260,1,0.573
2160297,0,0.001
2160299,0,0.140
2160312,0,0.448
2160314,0,0.001
2160318,0,0.001
2160320,0,0.159
2160358,0,0.015
2160407,1,0.858
2160419,0,0.302
2160435,0,0.004
2160461,0,0.111
2160483,0,0.000
2160489,1,0.618
2160492,1,1.000
2160567,0,0.000
2160633,0,0.001
2160677,0,0.220
2160679,1,0.579
2160730,0,0.000
2160738,0,0.102
2160758,0,0.017
2160780,0,0.117
2160805,0,0.005
2160808,0,0.008
2160830,0,0.002
2160833,0,0.006
2160844,0,0.007
2160870,0,0.008
2160910,1,0.746
2160915,0,0.101
2160916,0,0.004
2160962,0,0.117
2160970,0,0.055
2161029,0,0.006
2161055,0,0.003
2161060,0,0.011
2161080,0,0.001
2161092,0,0.001
2161111,0,0.000
2161184,1,0.999
2161229,0,0.008
2161235,0,0.394
2161236,1,0.994
2161246,1,0.582
2161252,0,0.003
2161263,0,0.033
2161274,0,0.006
2161290,0,0.029
2161320,0,0.087
2161355,0,0.001
2161357,0,0.002
2161411,0,0.003
2161429,0,0.001
2161446,0,0.004
2161456,0,0.001
2161469,1,0.951
2161479,0,0.001
2161494,0,0.207
2161497,0,0.000
2161538,0,0.059
2161550,0,0.010
2161562,0,0.018
2161575,0,0.000
2161599,0,0.005
2161611,0,0.413
2161617,0,0.002
2161640,0,0.154
2161672,0,0.002
2161689,0,0.009
2161717,0,0.001
2161718,0,0.142
2161747,1,0.940
2161758,0,0.000
2161762,0,0.045
2161832,0,0.014
2161849,1,0.948
2161853,0,0.136
2161856,0,0.000
2161872,0,0.000
2161874,0,0.006
2161919,0,0.005
2161920,0,0.001
2161928,0,0.005
2161947,0,0.002
2161951,0,0.128
2161959,0,0.002
2162018,1,0.653
2162065,0,0.000
2162081,0,0.066
2162100,1,0.843
2162118,0,0.000
2162139,0,0.001
2162145,0,0.257
2162166,0,0.002
2162179,0,0.007
2162186,0,0.053
2162198,0,0.000
2162203,0,0.000
2162209,1,0.995
2162223,1,0.981
2162237,0,0.001
2162291,0,0.077
2162334,0,0.006
2162335,0,0.009
2162346,0,0.001
2162349,0,0.028
2162398,0,0.021
2162409,0,0.005
2162415,0,0.000
2162463,0,0.034
2162492,0,0.000
2162512,0,0.167
2162535,0,0.000
2162544,1,0.579
2162582,0,0.020
2162587,0,0.000
2162667,1,0.790
2162713,0,0.004
2162719,0,0.001
2162727,0,0.000
2162739,1,0.950
2162743,0,0.211
2162745,0,0.000
2162755,1,0.521
2162807,0,0.084
2162809,0,0.011
2162822,0,0.450
2162827,0,0.028
2162830,0,0.192
2162847,1,0.561
2162854,0,0.005
2162903,0,0.498
2162904,0,0.004
2162908,0,0.132
2162911,0,0.001
2162912,0,0.001
2162937,0,0.003
2162968,0,0.001
2162999,0,0.018
2163003,0,0.000
2163019,0,0.001
2163022,0,0.057
2163057,1,0.820
2163117,0,0.010
2163139,0,0.000
2163148,0,0.030
2163161,0,0.000
2163191,0,0.151
2163217,0,0.001
2163241,0,0.002
2163282,0,0.000
2163301,0,0.003
2163314,0,0.147
2163317,0,0.060
2163340,0,0.337
2163342,0,0.008
2163352,1,0.775
2163390,0,0.015
2163398,0,0.000
2163402,0,0.000
2163418,0,0.000
2163501,0,0.024
2163505,1,0.959
2163519,0,0.079
2163524,0,0.002
2163554,0,0.010
2163568,0,0.001
2163573,0,0.000
2163666,0,0.474
2163679,1,0.882
2163693,0,0.264
2163706,0,0.109
2163734,1,0.994
2163746,0,0.063
2163880,0,0.017
2163904,0,0.111
2163913,1,0.957
2163948,0,0.003
2163971,0,0.441
2164027,0,0.004
2164032,0,0.065
2164040,0,0.029
2164136,0,0.000
2164193,0,0.003
2164276,0,0.003
2164337,0,0.054
2164374,0,0.003
2164395,0,0.001
2164436,0,0.001
2164541,0,0.000
2164558,0,0.000
2164577,0,0.003
2164594,0,0.317
2164627,0,0.003
2164653,1,0.616
2164686,0,0.000
2164697,1,0.872
2164712,1,0.606
2164767,1,0.511
2164794,0,0.211
2164845,0,0.007
2164866,0,0.009
2164870,0,0.006
2164872,0,0.002
2164921,0,0.000
2164927,0,0.080
2164941,0,0.005
2165004,0,0.008
2165025,0,0.016
2165036,0,0.057
2165047,0,0.000
2165065,0,0.001
2165077,1,0.806
2165084,0,0.003
2165086,0,0.160
2165126,0,0.049
2165140,0,0.014
2165143,1,0.847
2165238,0,0.032
2165250,0,0.000
2165275,0,0.031
2165291,1,0.844
2165292,0,0.037
2165314,1,0.966
2165325,0,0.046
2165340,1,0.927
2165386,1,0.806
2165390,1,0.801
2165391,0,0.223
2165420,0,0.002
2165426,0,0.000
2165461,0,0.000
2165506,0,0.040
2165522,0,0.001
2165529,1,0.990
2165583,0,0.006
2165588,0,0.013
2165639,0,0.000
2165654,0,0.002
2165655,0,0.000
2165664,0,0.001
2165682,0,0.032
2165723,1,0.560
2165743,0,0.091
2165755,0,0.002
2165783,0,0.000
2165826,0,0.010
2165862,0,0.002
2165945,0,0.002
2165947,0,0.403
2165961,0,0.002
2165963,0,0.002
2165976,0,0.493
2165992,0,0.021
2166015,1,0.999
2166016,0,0.000
2166019,0,0.059
2166033,0,0.003
2166040,0,0.000
2166078,0,0.000
2166109,0,0.389
2166132,0,0.009
2166171,0,0.222
2166237,0,0.065
2166248,0,0.151
2166264,0,0.004
2166284,0,0.030
2166303,0,0.002
2166338,0,0.007
2166343,0,0.074
2166367,0,0.001
2166403,0,0.004
2166404,0,0.010
2166424,0,0.003
2166444,0,0.231
2166512,1,0.990
2166570,0,0.002
2166625,1,0.997
2166644,0,0.360
2166664,0,0.004
2166694,0,0.356
2166709,0,0.002
2166712,0,0.139
2166717,0,0.003
2166724,0,0.005
2166751,0,0.009
2166768,0,0.000
2166800,0,0.170
2166801,0,0.012
2166802,0,0.002
2166842,0,0.079
2166881,0,0.019
2166886,0,0.161
2166888,0,0.008
2166910,0,0.018
2166943,0,0.101
2166950,1,0.902
2166986,0,0.091
2167002,0,0.039
2167074,0,0.004
2167119,0,0.132
2167134,0,0.001
2167144,0,0.009
2167165,0,0.108
2167181,0,0.001
2167208,0,0.000
2167211,0,0.006
2167222,0,0.256
2167261,0,0.002
2167274,0,0.019
2167302,0,0.161
2167313,0,0.000
2167326,0,0.056
2167337,1,0.731
2167350,0,0.001
2167364,0,0.000
2167418,1,0.846
2167442,0,0.003
2167444,0,0.000
2167490,0,0.001
2167496,0,0.002
2167497,0,0.001
2167514,0,0.001
2167515,1,0.610
2167563,1,0.905
2167601,0,0.006
2167647,1,0.808
2167659,0,0.000
2167686,1,0.957
2167691,0,0.001
2167700,0,0.006
2167711,1,0.816
2167720,0,0.051
2167730,0,0.001
2167745,0,0.000
2167768,0,0.001
2167788,0,0.002
2167794,0,0.000
2167812,0,0.002
2167828,0,0.041
2167850,0,0.021
2167855,0,0.009
2167869,1,0.969
2167870,0,0.198
2167877,0,0.003
2167889,1,0.518
2167946,0,0.033
2167974,0,0.001
2167993,0,0.009
2168003,0,0.004
2168038,0,0.211
2168078,0,0.000
2168110,0,0.000
2168121,0,0.001
2168162,0,0.011
2168164,0,0.000
2168183,0,0.095
2168207,0,0.008
2168232,0,0.113
2168247,1,0.881
2168251,0,0.021
2168262,0,0.000
2168277,1,0.594
2168293,0,0.051
2168324,0,0.100
2168328,0,0.002
2168332,0,0.000
2168400,0,0.083
2168424,0,0.002
2168437,1,0.873
2168475,0,0.000
2168486,0,0.047
2168518,0,0.092
2168561,0,0.311
2168567,0,0.406
2168589,0,0.000
2168606,0,0.011
2168689,0,0.074
2168747,0,0.002
2168790,0,0.016
2168800,0,0.000
2168804,1,0.523
2168815,0,0.001
2168846,0,0.001
2168860,0,0.004
2168909,0,0.359
2168973,0,0.038
2169001,1,0.836
2169053,0,0.048
2169059,0,0.011
2169093,0,0.194
2169111,0,0.317
2169112,0,0.002
